transaction_id,status,exception_type,difference,severity,explanation,recommended_action,priority,resolution_category,next_step,escalation_required,ml_status,ml_exception_probability,ml_predicted_exception_type,ml_exception_type_probability,ml_agrees_with_rule_status,ml_agrees_with_rule_exception_type,hybrid_decision
TXN00751,EXCEPTION,AMOUNT_MISMATCH,500.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.94,True,True,RULE_CONFIRMED_BY_ML
TXN00761,EXCEPTION,AMOUNT_MISMATCH,100.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.875,AMOUNT_MISMATCH,0.745,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00764,EXCEPTION,MISSING_SETTLEMENT,199.0,HIGH,No settlement record was found for transaction TXN00764.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,0.985,True,True,RULE_CONFIRMED_BY_ML
TXN00766,EXCEPTION,DUPLICATE_SETTLEMENT,-28.28,MEDIUM,"Multiple settlement records were found for transaction TXN00766, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.98,DUPLICATE_SETTLEMENT,0.97,True,True,RULE_CONFIRMED_BY_ML
TXN00770,EXCEPTION,WRONG_TRANSACTION_REFERENCE,0.0,MEDIUM,The bank reference does not match transaction TXN00770.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,MATCHED,0.04,WRONG_TRANSACTION_REFERENCE,0.655,False,True,RULE_EXCEPTION_ML_DISAGREEMENT
TXN00771,EXCEPTION,AMOUNT_MISMATCH,750.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,AMOUNT_MISMATCH,0.92,True,True,RULE_CONFIRMED_BY_ML
TXN00773,EXCEPTION,MISSING_PAYMENT,1999.0,HIGH,No payment record was found for transaction TXN00773.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00777,EXCEPTION,AMOUNT_MISMATCH,750.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.995,AMOUNT_MISMATCH,0.86,True,True,RULE_CONFIRMED_BY_ML
TXN00789,EXCEPTION,REFUND,599.9,HIGH,A refund was recorded for transaction TXN00789.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.94,True,True,RULE_CONFIRMED_BY_ML
TXN00790,EXCEPTION,MISSING_PAYMENT,1499.0,HIGH,No payment record was found for transaction TXN00790.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00791,EXCEPTION,AMOUNT_MISMATCH,250.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.84,True,True,RULE_CONFIRMED_BY_ML
TXN00793,EXCEPTION,DUPLICATE_PAYMENT,3999.0,MEDIUM,"Multiple payment records were found for transaction TXN00793, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.99,DUPLICATE_PAYMENT,0.96,True,True,RULE_CONFIRMED_BY_ML
TXN00798,EXCEPTION,MISSING_PAYMENT,799.0,HIGH,No payment record was found for transaction TXN00798.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.99,True,True,RULE_CONFIRMED_BY_ML
TXN00800,EXCEPTION,REFUND,749.75,HIGH,A refund was recorded for transaction TXN00800.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.94,True,True,RULE_CONFIRMED_BY_ML
TXN00808,EXCEPTION,PARTIAL_SETTLEMENT,1999.5,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.975,PARTIAL_SETTLEMENT,0.82,True,True,RULE_CONFIRMED_BY_ML
TXN00810,EXCEPTION,AMOUNT_MISMATCH,250.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.98,AMOUNT_MISMATCH,0.685,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00817,EXCEPTION,INCORRECT_FEE,349.93,MEDIUM,The settlement fee differs from the expected fee structure.,Compare the charged settlement fee with the expected fee structure.,MEDIUM,FEE_REVIEW,Compare the recorded fee with the expected fee according to the applicable fee structure.,NO,EXCEPTION,1.0,INCORRECT_FEE,0.77,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00820,EXCEPTION,PARTIAL_SETTLEMENT,299.8,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.975,PARTIAL_SETTLEMENT,0.68,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00824,EXCEPTION,REFUND,374.75,HIGH,A refund was recorded for transaction TXN00824.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.95,True,True,RULE_CONFIRMED_BY_ML
TXN00837,EXCEPTION,REFUND,1499.75,HIGH,A refund was recorded for transaction TXN00837.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,0.995,REFUND,0.915,True,True,RULE_CONFIRMED_BY_ML
TXN00843,EXCEPTION,DUPLICATE_PAYMENT,2499.0,MEDIUM,"Multiple payment records were found for transaction TXN00843, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.87,True,True,RULE_CONFIRMED_BY_ML
TXN00849,EXCEPTION,FAILED_PAYMENT,2499.0,HIGH,The payment associated with transaction TXN00849 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.97,FAILED_PAYMENT,0.855,True,True,RULE_CONFIRMED_BY_ML
TXN00851,EXCEPTION,DATE_MISMATCH,0.0,LOW,The payment date differs from the clean reference payment date.,Verify the payment processing date against the source payment record.,LOW,DATE_REVIEW,Compare the relevant payment and settlement dates and verify the correct processing date.,NO,EXCEPTION,0.675,DATE_MISMATCH,0.635,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00865,EXCEPTION,REFUND,1199.7,HIGH,A refund was recorded for transaction TXN00865.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.965,True,True,RULE_CONFIRMED_BY_ML
TXN00878,EXCEPTION,REFUND,39.8,HIGH,A refund was recorded for transaction TXN00878.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,0.955,REFUND,0.695,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00880,EXCEPTION,MISSING_SETTLEMENT,1499.0,HIGH,No settlement record was found for transaction TXN00880.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00892,EXCEPTION,DUPLICATE_PAYMENT,5999.0,MEDIUM,"Multiple payment records were found for transaction TXN00892, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.995,DUPLICATE_PAYMENT,0.96,True,True,RULE_CONFIRMED_BY_ML
TXN00893,EXCEPTION,DATE_MISMATCH,0.0,LOW,The payment date differs from the clean reference payment date.,Verify the payment processing date against the source payment record.,LOW,DATE_REVIEW,Compare the relevant payment and settlement dates and verify the correct processing date.,NO,MATCHED,0.025,DATE_MISMATCH,0.645,False,True,RULE_EXCEPTION_ML_DISAGREEMENT
TXN00896,EXCEPTION,AMOUNT_MISMATCH,196.18,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.995,AMOUNT_MISMATCH,0.835,True,True,RULE_CONFIRMED_BY_ML
TXN00897,EXCEPTION,DUPLICATE_PAYMENT,3999.0,MEDIUM,"Multiple payment records were found for transaction TXN00897, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.965,True,True,RULE_CONFIRMED_BY_ML
TXN00903,EXCEPTION,CHARGEBACK,2999.25,HIGH,A chargeback was recorded for transaction TXN00903.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.915,True,True,RULE_CONFIRMED_BY_ML
TXN00910,EXCEPTION,DUPLICATE_SETTLEMENT,-47.16,MEDIUM,"Multiple settlement records were found for transaction TXN00910, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.975,DUPLICATE_SETTLEMENT,0.955,True,True,RULE_CONFIRMED_BY_ML
TXN00912,EXCEPTION,DUPLICATE_PAYMENT,199.0,MEDIUM,"Multiple payment records were found for transaction TXN00912, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.98,DUPLICATE_PAYMENT,0.79,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00918,EXCEPTION,UNKNOWN_ADJUSTMENT,100.0,MEDIUM,An unexpected settlement adjustment was recorded for transaction TXN00918.,Review the adjustment entry and identify its source.,MEDIUM,ADJUSTMENT_REVIEW,Review the adjustment entry and identify its source and business reason.,YES,EXCEPTION,0.695,UNKNOWN_ADJUSTMENT,0.695,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00921,EXCEPTION,CHARGEBACK,2999.0,HIGH,A chargeback was recorded for transaction TXN00921.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,0.995,CHARGEBACK,0.955,True,True,RULE_CONFIRMED_BY_ML
TXN00922,EXCEPTION,SETTLEMENT_DELAY,0.0,LOW,The settlement date differs from the clean reference settlement date.,Check settlement processing status and investigate the settlement delay.,LOW,SETTLEMENT_REVIEW,Check the settlement processing status and investigate the reason for the delay.,NO,EXCEPTION,0.595,SETTLEMENT_DELAY,0.605,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00923,EXCEPTION,AMOUNT_MISMATCH,750.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.795,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00925,EXCEPTION,MISSING_PAYMENT,2999.0,HIGH,No payment record was found for transaction TXN00925.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00929,EXCEPTION,FAILED_PAYMENT,1499.0,HIGH,The payment associated with transaction TXN00929 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.905,FAILED_PAYMENT,0.93,True,True,RULE_CONFIRMED_BY_ML
TXN00935,EXCEPTION,FAILED_PAYMENT,2999.0,HIGH,The payment associated with transaction TXN00935 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.97,FAILED_PAYMENT,0.91,True,True,RULE_CONFIRMED_BY_ML
TXN00940,EXCEPTION,FAILED_PAYMENT,5999.0,HIGH,The payment associated with transaction TXN00940 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.96,FAILED_PAYMENT,0.905,True,True,RULE_CONFIRMED_BY_ML
TXN00941,EXCEPTION,MISSING_PAYMENT,2499.0,HIGH,No payment record was found for transaction TXN00941.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.995,True,True,RULE_CONFIRMED_BY_ML
TXN00943,EXCEPTION,CHARGEBACK,1999.5,HIGH,A chargeback was recorded for transaction TXN00943.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.775,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00945,EXCEPTION,FAILED_PAYMENT,1999.0,HIGH,The payment associated with transaction TXN00945 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.965,FAILED_PAYMENT,0.89,True,True,RULE_CONFIRMED_BY_ML
TXN00950,EXCEPTION,REFUND,599.8,HIGH,A refund was recorded for transaction TXN00950.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.865,True,True,RULE_CONFIRMED_BY_ML
TXN00960,EXCEPTION,FAILED_PAYMENT,1499.0,HIGH,The payment associated with transaction TXN00960 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.97,FAILED_PAYMENT,0.825,True,True,RULE_CONFIRMED_BY_ML
TXN00966,EXCEPTION,MISSING_SETTLEMENT,5999.0,HIGH,No settlement record was found for transaction TXN00966.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00970,EXCEPTION,INCORRECT_FEE,499.95,MEDIUM,The settlement fee differs from the expected fee structure.,Compare the charged settlement fee with the expected fee structure.,MEDIUM,FEE_REVIEW,Compare the recorded fee with the expected fee according to the applicable fee structure.,NO,EXCEPTION,0.995,INCORRECT_FEE,0.76,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00982,EXCEPTION,DATE_MISMATCH,0.0,LOW,The payment date differs from the clean reference payment date.,Verify the payment processing date against the source payment record.,LOW,DATE_REVIEW,Compare the relevant payment and settlement dates and verify the correct processing date.,NO,EXCEPTION,0.61,DATE_MISMATCH,0.65,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00992,EXCEPTION,WRONG_TRANSACTION_REFERENCE,0.0,MEDIUM,The bank reference does not match transaction TXN00992.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,EXCEPTION,0.685,WRONG_TRANSACTION_REFERENCE,0.655,True,True,RULE_EXCEPTION_ML_SUPPORT
