transaction_id,exception_type,severity,priority,agent_decision,action_type,action_status,requires_human,action_description,next_step,hybrid_decision,execution_mode
TXN00728,CHARGEBACK,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00728: ESCALATE_FOR_REVIEW. Next step: Review the chargeback record, dispute reason, and supporting transaction information.","Review the chargeback record, dispute reason, and supporting transaction information.",RULE_CONFIRMED_BY_ML,SIMULATED
TXN00732,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00732: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00733,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00733: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00741,SETTLEMENT_DELAY,LOW,LOW,SETTLEMENT_REVIEW,CREATE_SETTLEMENT_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00741: SETTLEMENT_REVIEW. Next step: Check the settlement processing status and investigate the reason for the delay.,Check the settlement processing status and investigate the reason for the delay.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00742,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00742: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00745,SETTLEMENT_DELAY,LOW,LOW,SETTLEMENT_REVIEW,CREATE_SETTLEMENT_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00745: SETTLEMENT_REVIEW. Next step: Check the settlement processing status and investigate the reason for the delay.,Check the settlement processing status and investigate the reason for the delay.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00751,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00751: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00761,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00761: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00764,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00764: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00766,DUPLICATE_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00766: ESCALATE_FOR_REVIEW. Next step: Review the settlement records and determine whether the transaction was settled more than once.,Review the settlement records and determine whether the transaction was settled more than once.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00770,WRONG_TRANSACTION_REFERENCE,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00770: ESCALATE_FOR_REVIEW. Next step: Verify the transaction reference across the payment, bank, and settlement records.","Verify the transaction reference across the payment, bank, and settlement records.",RULE_EXCEPTION_ML_DISAGREEMENT,SIMULATED
TXN00771,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00771: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00773,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00773: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00777,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00777: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00789,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00789: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00790,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00790: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00791,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00791: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00793,DUPLICATE_PAYMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00793: ESCALATE_FOR_REVIEW. Next step: Review the duplicate payment records and determine whether a reversal or refund is required.,Review the duplicate payment records and determine whether a reversal or refund is required.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00798,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00798: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00800,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00800: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00808,PARTIAL_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00808: ESCALATE_FOR_REVIEW. Next step: Verify whether the remaining settlement amount is pending or was incorrectly omitted.,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00810,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00810: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00817,INCORRECT_FEE,MEDIUM,MEDIUM,FEE_REVIEW,CREATE_FEE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00817: FEE_REVIEW. Next step: Compare the recorded fee with the expected fee according to the applicable fee structure.,Compare the recorded fee with the expected fee according to the applicable fee structure.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00820,PARTIAL_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00820: ESCALATE_FOR_REVIEW. Next step: Verify whether the remaining settlement amount is pending or was incorrectly omitted.,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00824,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00824: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00837,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00837: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00843,DUPLICATE_PAYMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00843: ESCALATE_FOR_REVIEW. Next step: Review the duplicate payment records and determine whether a reversal or refund is required.,Review the duplicate payment records and determine whether a reversal or refund is required.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00849,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00849: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00851,DATE_MISMATCH,LOW,LOW,DATE_REVIEW,CREATE_DATE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00851: DATE_REVIEW. Next step: Compare the relevant payment and settlement dates and verify the correct processing date.,Compare the relevant payment and settlement dates and verify the correct processing date.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00865,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00865: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00878,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00878: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00880,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00880: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00892,DUPLICATE_PAYMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00892: ESCALATE_FOR_REVIEW. Next step: Review the duplicate payment records and determine whether a reversal or refund is required.,Review the duplicate payment records and determine whether a reversal or refund is required.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00893,DATE_MISMATCH,LOW,LOW,DATE_REVIEW,CREATE_DATE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00893: DATE_REVIEW. Next step: Compare the relevant payment and settlement dates and verify the correct processing date.,Compare the relevant payment and settlement dates and verify the correct processing date.,RULE_EXCEPTION_ML_DISAGREEMENT,SIMULATED
TXN00896,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00896: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00897,DUPLICATE_PAYMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00897: ESCALATE_FOR_REVIEW. Next step: Review the duplicate payment records and determine whether a reversal or refund is required.,Review the duplicate payment records and determine whether a reversal or refund is required.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00903,CHARGEBACK,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00903: ESCALATE_FOR_REVIEW. Next step: Review the chargeback record, dispute reason, and supporting transaction information.","Review the chargeback record, dispute reason, and supporting transaction information.",RULE_CONFIRMED_BY_ML,SIMULATED
TXN00910,DUPLICATE_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00910: ESCALATE_FOR_REVIEW. Next step: Review the settlement records and determine whether the transaction was settled more than once.,Review the settlement records and determine whether the transaction was settled more than once.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00912,DUPLICATE_PAYMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00912: ESCALATE_FOR_REVIEW. Next step: Review the duplicate payment records and determine whether a reversal or refund is required.,Review the duplicate payment records and determine whether a reversal or refund is required.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00918,UNKNOWN_ADJUSTMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00918: ESCALATE_FOR_REVIEW. Next step: Review the adjustment entry and identify its source and business reason.,Review the adjustment entry and identify its source and business reason.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00921,CHARGEBACK,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00921: ESCALATE_FOR_REVIEW. Next step: Review the chargeback record, dispute reason, and supporting transaction information.","Review the chargeback record, dispute reason, and supporting transaction information.",RULE_CONFIRMED_BY_ML,SIMULATED
TXN00922,SETTLEMENT_DELAY,LOW,LOW,SETTLEMENT_REVIEW,CREATE_SETTLEMENT_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00922: SETTLEMENT_REVIEW. Next step: Check the settlement processing status and investigate the reason for the delay.,Check the settlement processing status and investigate the reason for the delay.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00923,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00923: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00925,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00925: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00929,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00929: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00935,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00935: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00940,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00940: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00941,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00941: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00943,CHARGEBACK,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00943: ESCALATE_FOR_REVIEW. Next step: Review the chargeback record, dispute reason, and supporting transaction information.","Review the chargeback record, dispute reason, and supporting transaction information.",RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00945,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00945: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00950,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00950: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00960,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00960: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00966,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00966: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00970,INCORRECT_FEE,MEDIUM,MEDIUM,FEE_REVIEW,CREATE_FEE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00970: FEE_REVIEW. Next step: Compare the recorded fee with the expected fee according to the applicable fee structure.,Compare the recorded fee with the expected fee according to the applicable fee structure.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00982,DATE_MISMATCH,LOW,LOW,DATE_REVIEW,CREATE_DATE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00982: DATE_REVIEW. Next step: Compare the relevant payment and settlement dates and verify the correct processing date.,Compare the relevant payment and settlement dates and verify the correct processing date.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00992,WRONG_TRANSACTION_REFERENCE,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00992: ESCALATE_FOR_REVIEW. Next step: Verify the transaction reference across the payment, bank, and settlement records.","Verify the transaction reference across the payment, bank, and settlement records.",RULE_EXCEPTION_ML_SUPPORT,SIMULATED
