transaction_id,status,exception_type,severity,explanation,evidence,difference,recommended_action
TXN00504,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00505,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00506,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00507,EXCEPTION,DUPLICATE_PAYMENT,MEDIUM,"Multiple payment records were found for transaction TXN00507, including a duplicate payment.","Payment records: 2; total payment amount: ₹11,998.00.",5999.0,Verify the duplicate payment records and determine whether a reversal or refund is required.
TXN00508,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹1,956.54; actual settlement: ₹1,206.54; difference: ₹750.00.",750.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00509,EXCEPTION,DUPLICATE_PAYMENT,MEDIUM,"Multiple payment records were found for transaction TXN00509, including a duplicate payment.","Payment records: 2; total payment amount: ₹19,998.00.",9999.0,Verify the duplicate payment records and determine whether a reversal or refund is required.
TXN00510,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00511,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00512,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00513,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00514,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00515,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00516,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00516.,Refund amount: ₹299.70.,299.7,Verify the refund authorization and confirm that the refund amount is correct.
TXN00517,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹5,999.00; actual net settlement: ₹4,199.30; difference: ₹1,799.70.",1799.7,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00518,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00519,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00520,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00521,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00522,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00523,EXCEPTION,SETTLEMENT_DELAY,LOW,The settlement date differs from the clean reference settlement date.,Actual settlement date: 2026-03-29; reference settlement date: 2026-03-24.,0.0,Check settlement processing status and investigate the settlement delay.
TXN00524,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,Expected settlement: ₹194.78; actual settlement: ₹0.00; difference: ₹194.78.,194.78,Compare the expected and actual settlement amounts and investigate the difference.
TXN00525,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00526,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00527,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00528,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00528 is marked as FAILED.,"Payment total: ₹5,999.00; payment status: FAILED.",5999.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00529,EXCEPTION,DUPLICATE_SETTLEMENT,MEDIUM,"Multiple settlement records were found for transaction TXN00529, including a duplicate settlement.",Settlement records: 2; total settlement amount: ₹986.22.,-11.78,Verify the duplicate settlement entries and investigate possible over-settlement.
TXN00530,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00531,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00532,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00533,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00534,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00535,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00536,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00537,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00538,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00539,EXCEPTION,DUPLICATE_SETTLEMENT,MEDIUM,"Multiple settlement records were found for transaction TXN00539, including a duplicate settlement.","Settlement records: 2; total settlement amount: ₹5,891.84.",-106.16,Verify the duplicate settlement entries and investigate possible over-settlement.
TXN00540,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00541,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00542,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00543,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00544,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00545,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00546,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00547,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00548,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00549,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00550,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00551,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00552,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00553,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00554,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00555,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,Expected settlement: ₹981.32; actual settlement: ₹0.00; difference: ₹981.32.,981.32,Compare the expected and actual settlement amounts and investigate the difference.
TXN00556,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00557,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00558,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00559,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00560,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00561,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹2,499.00; actual net settlement: ₹1,249.50; difference: ₹1,249.50.",1249.5,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00562,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00563,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00564,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00565,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00566,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00567,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00568,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00569,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00570,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00571,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00572,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00573,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00574,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00575,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00576,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00577,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00578,EXCEPTION,INCORRECT_FEE,MEDIUM,The settlement fee differs from the expected fee structure.,Gross amount: ₹799.00; fee charged: ₹79.90.,79.9,Compare the charged settlement fee with the expected fee structure.
TXN00579,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00580,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00581,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00582,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00582.,"Settlement records found: 0; payment total: ₹7,999.00.",7999.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00583,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00584,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00585,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00586,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹4,999.00; actual net settlement: ₹2,999.40; difference: ₹1,999.60.",1999.6,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00587,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00587.,"Settlement records found: 0; payment total: ₹3,999.00.",3999.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00588,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00589,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00590,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00590.,"Settlement records found: 0; payment total: ₹2,499.00.",2499.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00591,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00592,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00593,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00594,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00595,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00595.,Refund amount: ₹89.70.,89.7,Verify the refund authorization and confirm that the refund amount is correct.
TXN00596,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00597,EXCEPTION,MISSING_PAYMENT,HIGH,No payment record was found for transaction TXN00597.,Payment records found: 0; order/payment amount available for reconciliation.,2999.0,Verify payment gateway records and confirm whether the payment was received.
TXN00598,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00599,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00600,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00601,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00602,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00603,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00604,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00605,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00606,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00607,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00607 is marked as FAILED.,"Payment total: ₹9,999.00; payment status: FAILED.",9999.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00608,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00608 is marked as FAILED.,Payment total: ₹299.00; payment status: FAILED.,299.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00609,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00610,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00611,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00612,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00613,EXCEPTION,INCORRECT_FEE,MEDIUM,The settlement fee differs from the expected fee structure.,"Gross amount: ₹1,499.00; fee charged: ₹104.93.",104.93,Compare the charged settlement fee with the expected fee structure.
TXN00614,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00615,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹2,935.30; actual settlement: ₹1,935.30; difference: ₹1,000.00.",1000.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00616,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹5,892.82; actual settlement: ₹4,892.82; difference: ₹1,000.00.",1000.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00617,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00618,EXCEPTION,MULTIPLE_PAYMENTS,MEDIUM,Multiple payment records exist for transaction TXN00618.,"Payment records: 2; total payment amount: ₹1,298.70.",299.7,Verify why multiple payments exist for the same transaction and confirm the correct payment record.
TXN00619,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00620,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00621,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00622,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00623,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹7,885.73; actual settlement: ₹7,635.73; difference: ₹250.00.",250.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00624,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00625,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00626,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00627,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00628,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00629,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00630,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00631,EXCEPTION,MISSING_PAYMENT,HIGH,No payment record was found for transaction TXN00631.,Payment records found: 0; order/payment amount available for reconciliation.,999.0,Verify payment gateway records and confirm whether the payment was received.
TXN00632,EXCEPTION,SETTLEMENT_DELAY,LOW,The settlement date differs from the clean reference settlement date.,Actual settlement date: 2026-02-18; reference settlement date: 2026-02-08.,0.0,Check settlement processing status and investigate the settlement delay.
TXN00633,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00634,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00635,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00636,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00637,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00638,EXCEPTION,WRONG_TRANSACTION_REFERENCE,MEDIUM,The bank reference does not match transaction TXN00638.,Bank reference: TXN00449.,0.0,Verify the bank reference and correct the transaction mapping if required.
TXN00639,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00639.,"Settlement records found: 0; payment total: ₹1,499.00.",1499.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00640,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00641,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00642,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00643,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00644,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00645,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00646,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00647,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00648,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00649,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00650,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00651,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00652,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00653,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00654,EXCEPTION,UNKNOWN_ADJUSTMENT,MEDIUM,An unexpected settlement adjustment was recorded for transaction TXN00654.,Adjustment amount: ₹250.00.,250.0,Review the adjustment entry and identify its source.
TXN00655,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00656,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00657,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00658,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00659,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00660,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00661,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹2,999.00; actual net settlement: ₹1,499.50; difference: ₹1,499.50.",1499.5,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00662,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00663,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00664,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00665,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00666,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00667,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00667.,Settlement records found: 0; payment total: ₹199.00.,199.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00668,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00669,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00669 is marked as FAILED.,"Payment total: ₹5,999.00; payment status: FAILED.",5999.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00670,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00671,EXCEPTION,WRONG_TRANSACTION_REFERENCE,MEDIUM,The bank reference does not match transaction TXN00671.,Bank reference: TXN00951.,0.0,Verify the bank reference and correct the transaction mapping if required.
TXN00672,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00673,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00674,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00675,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00676,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00677,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00678,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00679,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00680,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00681,EXCEPTION,CHARGEBACK,HIGH,A chargeback was recorded for transaction TXN00681.,"Chargeback amount: ₹1,499.00.",1499.0,Review the chargeback and associated dispute record.
TXN00682,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00683,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,Expected settlement: ₹196.18; actual settlement: ₹0.00; difference: ₹196.18.,196.18,Compare the expected and actual settlement amounts and investigate the difference.
TXN00684,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
