transaction_id,exception_type,severity,difference,explanation,recommended_action,priority,resolution_category,next_step,escalation_required,ml_status,ml_exception_probability,ml_predicted_exception_type,ml_exception_type_probability,hybrid_decision,agent_decision,agent_decision_reason,action_type,action_status,requires_human,execution_mode,escalation_priority,escalation_reason,escalation_status,review_owner,escalation_mode
TXN00524,AMOUNT_MISMATCH,HIGH,194.78,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.95,AMOUNT_MISMATCH,0.895,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00528,FAILED_PAYMENT,HIGH,5999.0,The payment associated with transaction TXN00528 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.975,FAILED_PAYMENT,0.9,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00529,DUPLICATE_SETTLEMENT,MEDIUM,-11.78,"Multiple settlement records were found for transaction TXN00529, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.975,DUPLICATE_SETTLEMENT,0.95,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00539,DUPLICATE_SETTLEMENT,MEDIUM,-106.16,"Multiple settlement records were found for transaction TXN00539, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.94,DUPLICATE_SETTLEMENT,0.975,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00555,AMOUNT_MISMATCH,HIGH,981.32,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.91,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00561,PARTIAL_SETTLEMENT,MEDIUM,1249.5,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.995,PARTIAL_SETTLEMENT,0.825,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00582,MISSING_SETTLEMENT,HIGH,7999.0,No settlement record was found for transaction TXN00582.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00586,PARTIAL_SETTLEMENT,MEDIUM,1999.6,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.985,PARTIAL_SETTLEMENT,0.83,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00587,MISSING_SETTLEMENT,HIGH,3999.0,No settlement record was found for transaction TXN00587.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00590,MISSING_SETTLEMENT,HIGH,2499.0,No settlement record was found for transaction TXN00590.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00595,REFUND,HIGH,89.7,A refund was recorded for transaction TXN00595.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,0.92,REFUND,0.84,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00597,MISSING_PAYMENT,HIGH,2999.0,No payment record was found for transaction TXN00597.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00607,FAILED_PAYMENT,HIGH,9999.0,The payment associated with transaction TXN00607 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.915,FAILED_PAYMENT,0.885,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00608,FAILED_PAYMENT,HIGH,299.0,The payment associated with transaction TXN00608 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.85,FAILED_PAYMENT,0.855,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00615,AMOUNT_MISMATCH,HIGH,1000.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,AMOUNT_MISMATCH,0.71,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00616,AMOUNT_MISMATCH,HIGH,1000.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.975,AMOUNT_MISMATCH,0.84,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00618,MULTIPLE_PAYMENTS,MEDIUM,299.7,Multiple payment records exist for transaction TXN00618.,Verify why multiple payments exist for the same transaction and confirm the correct payment record.,MEDIUM,DUPLICATE_REVIEW,Review all payment records associated with the transaction and determine whether multiple payments were legitimately received.,YES,EXCEPTION,0.97,MULTIPLE_PAYMENTS,0.775,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The MULTIPLE_PAYMENTS exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00623,AMOUNT_MISMATCH,HIGH,250.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.995,AMOUNT_MISMATCH,0.49,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00631,MISSING_PAYMENT,HIGH,999.0,No payment record was found for transaction TXN00631.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.995,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00638,WRONG_TRANSACTION_REFERENCE,MEDIUM,0.0,The bank reference does not match transaction TXN00638.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,EXCEPTION,0.705,WRONG_TRANSACTION_REFERENCE,0.61,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The WRONG_TRANSACTION_REFERENCE exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00639,MISSING_SETTLEMENT,HIGH,1499.0,No settlement record was found for transaction TXN00639.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00654,UNKNOWN_ADJUSTMENT,MEDIUM,250.0,An unexpected settlement adjustment was recorded for transaction TXN00654.,Review the adjustment entry and identify its source.,MEDIUM,ADJUSTMENT_REVIEW,Review the adjustment entry and identify its source and business reason.,YES,EXCEPTION,0.775,UNKNOWN_ADJUSTMENT,0.715,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The UNKNOWN_ADJUSTMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00661,PARTIAL_SETTLEMENT,MEDIUM,1499.5,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.985,PARTIAL_SETTLEMENT,0.775,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00667,MISSING_SETTLEMENT,HIGH,199.0,No settlement record was found for transaction TXN00667.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,0.99,MISSING_SETTLEMENT,0.985,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00669,FAILED_PAYMENT,HIGH,5999.0,The payment associated with transaction TXN00669 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.97,FAILED_PAYMENT,0.935,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00671,WRONG_TRANSACTION_REFERENCE,MEDIUM,0.0,The bank reference does not match transaction TXN00671.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,EXCEPTION,0.645,WRONG_TRANSACTION_REFERENCE,0.62,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The WRONG_TRANSACTION_REFERENCE exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00681,CHARGEBACK,HIGH,1499.0,A chargeback was recorded for transaction TXN00681.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.935,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00683,AMOUNT_MISMATCH,HIGH,196.18,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.96,AMOUNT_MISMATCH,0.78,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00695,DUPLICATE_SETTLEMENT,MEDIUM,-283.16,"Multiple settlement records were found for transaction TXN00695, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.9233333333333336,DUPLICATE_SETTLEMENT,0.945,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00698,MULTIPLE_PAYMENTS,MEDIUM,2999.7,Multiple payment records exist for transaction TXN00698.,Verify why multiple payments exist for the same transaction and confirm the correct payment record.,MEDIUM,DUPLICATE_REVIEW,Review all payment records associated with the transaction and determine whether multiple payments were legitimately received.,YES,EXCEPTION,0.99,MULTIPLE_PAYMENTS,0.515,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The MULTIPLE_PAYMENTS exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00703,REFUND,HIGH,249.9,A refund was recorded for transaction TXN00703.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.97,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00714,DUPLICATE_PAYMENT,MEDIUM,799.0,"Multiple payment records were found for transaction TXN00714, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.78,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_PAYMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00721,MISSING_PAYMENT,HIGH,199.0,No payment record was found for transaction TXN00721.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,0.92,MISSING_PAYMENT,0.85,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00728,CHARGEBACK,HIGH,149.25,A chargeback was recorded for transaction TXN00728.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,0.97,CHARGEBACK,0.825,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00732,FAILED_PAYMENT,HIGH,799.0,The payment associated with transaction TXN00732 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.945,FAILED_PAYMENT,0.95,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00733,AMOUNT_MISMATCH,HIGH,250.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,AMOUNT_MISMATCH,0.765,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00742,MISSING_PAYMENT,HIGH,5999.0,No payment record was found for transaction TXN00742.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,0.995,MISSING_PAYMENT,0.98,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00751,AMOUNT_MISMATCH,HIGH,500.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.94,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00761,AMOUNT_MISMATCH,HIGH,100.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.875,AMOUNT_MISMATCH,0.745,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00764,MISSING_SETTLEMENT,HIGH,199.0,No settlement record was found for transaction TXN00764.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,0.985,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00766,DUPLICATE_SETTLEMENT,MEDIUM,-28.28,"Multiple settlement records were found for transaction TXN00766, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.98,DUPLICATE_SETTLEMENT,0.97,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00770,WRONG_TRANSACTION_REFERENCE,MEDIUM,0.0,The bank reference does not match transaction TXN00770.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,MATCHED,0.04,WRONG_TRANSACTION_REFERENCE,0.655,RULE_EXCEPTION_ML_DISAGREEMENT,ESCALATE_FOR_REVIEW,"The reconciliation rule identified an exception requiring escalation, while the ML layer disagreed with the rule result.",CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,"Human review required because the deterministic reconciliation rule identified WRONG_TRANSACTION_REFERENCE, but the ML layer disagreed with the rule result.",OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00771,AMOUNT_MISMATCH,HIGH,750.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,AMOUNT_MISMATCH,0.92,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00773,MISSING_PAYMENT,HIGH,1999.0,No payment record was found for transaction TXN00773.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00777,AMOUNT_MISMATCH,HIGH,750.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.995,AMOUNT_MISMATCH,0.86,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
